Row ID,Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4586,IND-8IURUY16,26-07-2024,31-07-2024,CUST-IN-358089,Neha Nair,Home Office,India,Jaipur,Rajasthan,302001,North,TEC-RG-81898066,Electronics,Art,Laptop,8.8,5,0,4.224
4587,IND-ZJ1LZ588,07-04-2024,08-04-2024,CUST-IN-968145,Anjali Das,Home Office,India,Kolkata,West Bengal,700001,East,FUR-FV-40405808,Electronics,Binders,Laptop,590.352,6,0.2,206.6232
4588,IND-V0YFPSIN,06-04-2025,10-04-2025,CUST-IN-287614,Rohit Nair,Home Office,India,Kochi,Kerala,682001,South,FUR-EZ-93270989,Stationery,Fasteners,Desk Organizer,5.58,3,0,0.1674
4589,IND-ZLBF0INN,11-05-2024,15-05-2024,CUST-IN-098984,Rohit Nair,Home Office,India,Delhi,Delhi,110001,North,FUR-FD-97805447,Furniture,Furnishings,Sofa Set,25.02,3,0,10.5084
4590,IND-P5WKMHEV,05-02-2024,07-02-2024,CUST-IN-573184,Sneha Das,Home Office,India,Lucknow,Uttar Pradesh,226001,North,OFF-HW-61174842,Stationery,Storage,Marker Pack,452.55,7,0,22.6275
4591,IND-E3IBHIHN,03-07-2024,08-07-2024,CUST-IN-324995,Arjun Iyer,Corporate,India,Ahmedabad,Gujarat,380001,West,FUR-RS-96044287,Stationery,Supplies,Notebook,17.76,2,0,4.9728
4592,IND-WF7KJPSW,14-10-2024,17-10-2024,CUST-IN-816186,Sneha Nair,Corporate,India,Lucknow,Uttar Pradesh,226001,North,TEC-ER-27533244,Furniture,Phones,Wooden Table,302.384,2,0.2,30.2384
4593,IND-7Y2TA3WV,03-06-2023,08-06-2023,CUST-IN-736596,Rahul Gupta,Corporate,India,Mumbai,Maharashtra,400001,West,FUR-PE-45075224,Electronics,Chairs,Keyboard,146.352,3,0.2,-5.4882
4594,IND-T61UL9OE,25-01-2023,27-01-2023,CUST-IN-141371,Arjun Sharma,Corporate,India,Mumbai,Maharashtra,400001,West,TEC-ZD-56980373,Furniture,Appliances,Office Chair,7.9,2,0,2.054
4595,IND-6GMYTDJR,13-04-2025,15-04-2025,CUST-IN-362866,Priya Das,Corporate,India,Kolkata,West Bengal,700001,East,OFF-JN-28284577,Stationery,Tables,Notebook,902.712,3,0.2,33.8517
4596,IND-GH0F78ZJ,05-10-2024,08-10-2024,CUST-IN-477264,Anjali Sharma,Corporate,India,Kolkata,West Bengal,700001,East,FUR-NU-01877456,Stationery,Art,Pen Set,53.97,3,0,15.1116
4597,IND-HEVDRB3P,10-12-2023,13-12-2023,CUST-IN-657894,Amit Patel,Home Office,India,Ahmedabad,Gujarat,380001,West,FUR-VU-87982023,Furniture,Art,Bookshelf,33.92,8,0,13.2288
4598,IND-STQTQG6Q,26-05-2025,28-05-2025,CUST-IN-528981,Neha Nair,Home Office,India,Pune,Maharashtra,411001,West,OFF-KK-66414195,Stationery,Supplies,Notebook,21.81,3,0,5.8887
4599,IND-27N897EX,05-05-2024,07-05-2024,CUST-IN-314856,Arjun Singh,Home Office,India,Pune,Maharashtra,411001,West,FUR-CB-90115862,Electronics,Appliances,Keyboard,91.6,5,0,26.564
4600,IND-GX52RCCI,24-10-2025,27-10-2025,CUST-IN-180891,Neha Iyer,Home Office,India,Lucknow,Uttar Pradesh,226001,North,OFF-SR-96633582,Electronics,Chairs,Laptop,150.98,1,0,43.7842
4601,IND-0V8A2GXR,08-01-2025,09-01-2025,CUST-IN-744189,Sneha Gupta,Home Office,India,Chennai,Tamil Nadu,600001,South,OFF-RY-97386309,Furniture,Envelopes,Bookshelf,137.25,9,0,63.135
4602,IND-N176FMQR,07-04-2025,08-04-2025,CUST-IN-431559,Priya Sharma,Home Office,India,Pune,Maharashtra,411001,West,OFF-BM-75814256,Furniture,Fasteners,Wooden Table,11.52,4,0,5.4144
4603,IND-HA2MSE9S,02-09-2024,07-09-2024,CUST-IN-836319,Arjun Reddy,Home Office,India,Jaipur,Rajasthan,302001,North,FUR-HZ-82616203,Stationery,Paper,Marker Pack,18.272,1,0.2,5.9384
4604,IND-FTPOJDVP,02-12-2025,03-12-2025,CUST-IN-739072,Neha Nair,Home Office,India,Kolkata,West Bengal,700001,East,OFF-YM-66429085,Furniture,Paper,Office Chair,153.728,4,0.2,53.8048
4605,IND-4DHE5362,28-12-2025,02-01-2026,CUST-IN-169870,Kavya Sharma,Home Office,India,Bengaluru,Karnataka,560001,South,OFF-BZ-01827997,Stationery,Envelopes,Marker Pack,12.224,2,0.2,4.4312
4606,IND-CPBKCUYC,28-04-2025,02-05-2025,CUST-IN-005458,Sneha Singh,Home Office,India,Hyderabad,Telangana,500001,South,TEC-DS-05738283,Stationery,Accessories,Pen Set,167.944,7,0.2,50.3832
4607,IND-4ZLMFDTM,01-04-2025,03-04-2025,CUST-IN-735813,Anjali Reddy,Consumer,India,Mumbai,Maharashtra,400001,West,OFF-IV-93270143,Furniture,Phones,Sofa Set,45.99,1,0,13.3371
4608,IND-TO0J8QU4,10-06-2023,14-06-2023,CUST-IN-719828,Neha Patel,Consumer,India,Kolkata,West Bengal,700001,East,FUR-UH-65677409,Electronics,Storage,Keyboard,535.41,3,0,160.623
4609,IND-XX1IG6UL,23-11-2023,28-11-2023,CUST-IN-942146,Kavya Khan,Consumer,India,Pune,Maharashtra,411001,West,TEC-OH-16575930,Furniture,Binders,Wooden Table,6.096,2,0.2,2.0574
4610,IND-RQ9WQNT1,12-05-2025,15-05-2025,CUST-IN-507945,Anjali Das,Consumer,India,Jaipur,Rajasthan,302001,North,FUR-DQ-46967228,Electronics,Paper,Laptop,45.36,7,0,21.7728
4611,IND-R06C2VAV,01-04-2023,06-04-2023,CUST-IN-467614,Amit Reddy,Consumer,India,Ahmedabad,Gujarat,380001,West,FUR-YI-13574107,Furniture,Furnishings,Bookshelf,47.12,8,0,20.7328
4612,IND-8GC77AIV,22-08-2024,25-08-2024,CUST-IN-546656,Rohit Gupta,Corporate,India,Delhi,Delhi,110001,North,OFF-RX-15721443,Furniture,Binders,Office Chair,31.36,4,0,15.68
4613,IND-KKPRDY96,22-09-2024,25-09-2024,CUST-IN-417988,Priya Patel,Consumer,India,Delhi,Delhi,110001,North,TEC-VJ-61094225,Furniture,Art,Sofa Set,47.616,3,0.2,3.5712
4614,IND-C3DXLLPW,02-07-2024,06-07-2024,CUST-IN-507443,Neha Sharma,Consumer,India,Bhubaneswar,Odisha,751001,East,FUR-XB-53241606,Furniture,Paper,Office Chair,23.48,5,0.2,8.218
4615,IND-5V9D0MMS,12-05-2024,14-05-2024,CUST-IN-733943,Priya Khan,Home Office,India,Bhubaneswar,Odisha,751001,East,FUR-HC-13764054,Furniture,Appliances,Bookshelf,62.79,3,0.8,-166.3935
4616,IND-SA5L3DT9,12-05-2024,14-05-2024,CUST-IN-427744,Priya Reddy,Home Office,India,Mumbai,Maharashtra,400001,West,TEC-XC-97067068,Electronics,Fasteners,Keyboard,28.44,9,0.2,4.266
4617,IND-K8SXI9K3,19-02-2023,22-02-2023,CUST-IN-320119,Kavya Sharma,Corporate,India,Delhi,Delhi,110001,North,OFF-PM-48746184,Electronics,Accessories,Keyboard,134.376,3,0.2,6.7188
4618,IND-PHHW7RKG,15-04-2025,19-04-2025,CUST-IN-293679,Anjali Mehta,Home Office,India,Ahmedabad,Gujarat,380001,West,OFF-LK-63777219,Stationery,Phones,Pen Set,589.9,2,0,147.475
4619,IND-K1CP509K,15-12-2024,19-12-2024,CUST-IN-041748,Arjun Iyer,Home Office,India,Ahmedabad,Gujarat,380001,West,TEC-ZD-14724374,Electronics,Chairs,Laptop,542.94,3,0,141.1644
4620,IND-3OP3QYU1,08-11-2025,09-11-2025,CUST-IN-459135,Vikram Gupta,Home Office,India,Bhubaneswar,Odisha,751001,East,OFF-WP-31010659,Stationery,Copiers,Pen Set,2879.952,6,0.2,1007.9832
4621,IND-KYDHK2AQ,28-03-2025,02-04-2025,CUST-IN-707080,Priya Patel,Home Office,India,Hyderabad,Telangana,500001,South,OFF-PH-28082542,Electronics,Binders,Laptop,90.48,3,0.2,33.93
4622,IND-PTV3Y43W,21-09-2023,22-09-2023,CUST-IN-383171,Rohit Patel,Corporate,India,Delhi,Delhi,110001,North,OFF-IS-44651467,Furniture,Storage,Wooden Table,77.55,5,0,21.714
4623,IND-JA9INYOJ,23-06-2023,24-06-2023,CUST-IN-763293,Rohit Das,Consumer,India,Hyderabad,Telangana,500001,South,OFF-ZD-55981033,Furniture,Supplies,Bookshelf,8.832,3,0.2,-1.9872
4624,IND-WE4KJEFX,02-01-2025,05-01-2025,CUST-IN-142354,Arjun Sharma,Consumer,India,Jaipur,Rajasthan,302001,North,OFF-EQ-63992093,Furniture,Paper,Bookshelf,177.536,4,0.2,62.1376
4625,IND-8WXJMSHZ,06-11-2023,07-11-2023,CUST-IN-679850,Kavya Nair,Consumer,India,Lucknow,Uttar Pradesh,226001,North,OFF-LK-59717277,Stationery,Storage,Desk Organizer,258.48,2,0.2,-3.231
4626,IND-HAFYMOZR,02-05-2024,05-05-2024,CUST-IN-431195,Priya Mehta,Consumer,India,Jaipur,Rajasthan,302001,North,FUR-NH-61110422,Furniture,Furnishings,Office Chair,14.136,3,0.2,4.2408
4627,IND-B3API27R,12-11-2023,17-11-2023,CUST-IN-180579,Vikram Singh,Corporate,India,Kolkata,West Bengal,700001,East,TEC-YI-11576133,Furniture,Storage,Office Chair,77.55,5,0,20.163
4628,IND-2A7GNX1C,02-11-2023,07-11-2023,CUST-IN-652086,Arjun Das,Corporate,India,Pune,Maharashtra,411001,West,OFF-GX-52039079,Stationery,Storage,Marker Pack,24.88,2,0,6.9664
4629,IND-5ODAQG13,27-01-2024,31-01-2024,CUST-IN-376672,Rahul Mehta,Corporate,India,Mumbai,Maharashtra,400001,West,FUR-WQ-60987109,Stationery,Art,Notebook,140.75,5,0,39.41
4630,IND-PO8DURCT,21-06-2025,24-06-2025,CUST-IN-828073,Kavya Mehta,Corporate,India,Bhubaneswar,Odisha,751001,East,TEC-SB-71330553,Electronics,Storage,Wireless Mouse,36.63,3,0,9.8901
4631,IND-Z206QYU0,26-10-2025,27-10-2025,CUST-IN-558728,Neha Gupta,Consumer,India,Delhi,Delhi,110001,North,TEC-NH-40257973,Furniture,Furnishings,Wooden Table,17.14,2,0,6.1704
4632,IND-4GSM0OFD,28-01-2023,02-02-2023,CUST-IN-511642,Amit Reddy,Consumer,India,Delhi,Delhi,110001,North,FUR-IT-23978660,Electronics,Labels,Keyboard,51.75,5,0,24.84
4633,IND-98GL4GR9,26-09-2025,27-09-2025,CUST-IN-643176,Arjun Patel,Consumer,India,Pune,Maharashtra,411001,West,OFF-PS-21861073,Electronics,Furnishings,Wireless Mouse,123.96,3,0,11.1564
4634,IND-N4DECX6N,22-03-2025,24-03-2025,CUST-IN-490741,Neha Patel,Corporate,India,Kochi,Kerala,682001,South,OFF-LA-10689816,Furniture,Bookcases,Sofa Set,586.398,6,0.15,34.494
4635,IND-EWQEPTCP,11-12-2023,12-12-2023,CUST-IN-592009,Rohit Reddy,Corporate,India,Ahmedabad,Gujarat,380001,West,TEC-EZ-42371686,Stationery,Storage,Marker Pack,80.98,1,0,3.2392
4636,IND-90H9UUYY,15-01-2024,16-01-2024,CUST-IN-313256,Vikram Das,Corporate,India,Lucknow,Uttar Pradesh,226001,North,TEC-UJ-30079523,Electronics,Storage,Keyboard,242.94,3,0,9.7176
4637,IND-JV6Z0LYL,26-04-2025,27-04-2025,CUST-IN-514734,Amit Nair,Consumer,India,Mumbai,Maharashtra,400001,West,FUR-OO-67289693,Electronics,Art,Wireless Mouse,123.92,4,0,33.4584
4638,IND-6RGSYCBZ,23-11-2024,24-11-2024,CUST-IN-455059,Arjun Singh,Consumer,India,Jaipur,Rajasthan,302001,North,TEC-RO-82554178,Furniture,Art,Bookshelf,12.39,3,0,5.6994
4639,IND-OOQNOBO0,07-02-2024,12-02-2024,CUST-IN-193750,Vikram Singh,Consumer,India,Delhi,Delhi,110001,North,TEC-TV-07071922,Stationery,Art,Pen Set,47.3,2,0,12.298
4640,IND-P5P8G0FS,20-12-2023,25-12-2023,CUST-IN-457095,Priya Sharma,Consumer,India,Ahmedabad,Gujarat,380001,West,FUR-AG-67420846,Electronics,Copiers,Wireless Mouse,1599.92,8,0,751.9624
4641,IND-4182X3BK,15-04-2025,17-04-2025,CUST-IN-096001,Neha Nair,Consumer,India,Kolkata,West Bengal,700001,East,OFF-PE-51637670,Electronics,Envelopes,Keyboard,11.09,1,0,5.4341
4642,IND-HI7CVHJS,01-05-2025,06-05-2025,CUST-IN-099242,Priya Reddy,Consumer,India,Mumbai,Maharashtra,400001,West,OFF-RI-29400158,Stationery,Binders,Marker Pack,3.168,4,0.7,-2.5344
4643,IND-H9XWCY8O,07-08-2023,09-08-2023,CUST-IN-891578,Kavya Sharma,Consumer,India,Chennai,Tamil Nadu,600001,South,FUR-GX-05625533,Stationery,Chairs,Notebook,579.136,4,0.2,-28.9568
4644,IND-A2I0D8I2,04-10-2025,05-10-2025,CUST-IN-597504,Vikram Iyer,Consumer,India,Kolkata,West Bengal,700001,East,TEC-WD-56857812,Furniture,Binders,Sofa Set,6.368,2,0.2,2.1492
4645,IND-TV12WO1X,17-03-2023,22-03-2023,CUST-IN-054649,Vikram Das,Consumer,India,Mumbai,Maharashtra,400001,West,OFF-EM-58138441,Electronics,Machines,Wireless Mouse,558.4,2,0.2,41.88
4646,IND-IDVB8OOG,22-08-2025,27-08-2025,CUST-IN-952166,Kavya Mehta,Home Office,India,Kochi,Kerala,682001,South,TEC-OI-94039426,Electronics,Chairs,Monitor,145.764,2,0.1,-8.098
4647,IND-P6RBIPC4,21-03-2025,24-03-2025,CUST-IN-018902,Anjali Mehta,Corporate,India,Kochi,Kerala,682001,South,OFF-IO-17244370,Electronics,Paper,Monitor,13.62,3,0,6.129
4648,IND-CGE4QWE6,18-06-2025,22-06-2025,CUST-IN-075706,Rohit Sharma,Home Office,India,Delhi,Delhi,110001,North,FUR-PB-84577006,Electronics,Chairs,Laptop,434.646,3,0.1,62.7822
4649,IND-M185HP6H,14-06-2024,18-06-2024,CUST-IN-363249,Sneha Sharma,Corporate,India,Lucknow,Uttar Pradesh,226001,North,TEC-YV-87965035,Stationery,Paper,Notebook,440.19,9,0,206.8893
4650,IND-KUDDO52P,15-01-2024,16-01-2024,CUST-IN-618053,Rahul Sharma,Corporate,India,Kochi,Kerala,682001,South,OFF-WO-12973661,Furniture,Supplies,Bookshelf,64.4,5,0,1.932
4651,IND-2S5FQ5CC,07-12-2023,08-12-2023,CUST-IN-743090,Priya Mehta,Home Office,India,Lucknow,Uttar Pradesh,226001,North,OFF-BG-58930510,Furniture,Paper,Office Chair,244.55,5,0,114.9385
4652,IND-KCNK83E2,14-04-2023,19-04-2023,CUST-IN-495765,Priya Mehta,Home Office,India,Kolkata,West Bengal,700001,East,FUR-VC-80223759,Furniture,Paper,Office Chair,195.76,4,0,97.88
4653,IND-4B9XAKVB,02-12-2025,04-12-2025,CUST-IN-203996,Rohit Iyer,Home Office,India,Lucknow,Uttar Pradesh,226001,North,OFF-AX-76469550,Stationery,Paper,Desk Organizer,11.76,2,0,5.7624
4654,IND-BAX0VOP9,22-12-2023,27-12-2023,CUST-IN-298905,Sneha Reddy,Home Office,India,Chennai,Tamil Nadu,600001,South,OFF-SW-19481522,Electronics,Storage,Keyboard,166.45,5,0,39.948
4655,IND-GLG4WF86,27-02-2023,03-03-2023,CUST-IN-328218,Rohit Singh,Consumer,India,Mumbai,Maharashtra,400001,West,OFF-UE-99133331,Electronics,Fasteners,Wireless Mouse,2.88,1,0,1.3536
4656,IND-FW83DNPD,17-07-2023,20-07-2023,CUST-IN-811863,Anjali Khan,Corporate,India,Chennai,Tamil Nadu,600001,South,FUR-OF-30828779,Electronics,Storage,Keyboard,45.248,2,0.2,3.9592
4657,IND-OCO72THM,26-07-2024,27-07-2024,CUST-IN-372863,Arjun Mehta,Consumer,India,Lucknow,Uttar Pradesh,226001,North,OFF-IT-30718089,Electronics,Art,Keyboard,59.904,2,0.2,14.2272
4658,IND-UQ6GPHVD,09-07-2025,12-07-2025,CUST-IN-864231,Rohit Patel,Consumer,India,Jaipur,Rajasthan,302001,North,TEC-NO-24647773,Furniture,Appliances,Wooden Table,23.696,2,0.2,6.5164
4659,IND-XR8Z7LS2,11-03-2025,13-03-2025,CUST-IN-920527,Sneha Singh,Consumer,India,Bengaluru,Karnataka,560001,South,OFF-UY-72125723,Electronics,Paper,Monitor,7.968,2,0.2,2.8884
4660,IND-H3A7AE4S,25-11-2024,30-11-2024,CUST-IN-335308,Priya Nair,Consumer,India,Mumbai,Maharashtra,400001,West,TEC-QH-65171416,Electronics,Appliances,Wireless Mouse,18.2,7,0.2,2.0475
4661,IND-74LB82OY,10-09-2024,13-09-2024,CUST-IN-851548,Rohit Das,Consumer,India,Bhubaneswar,Odisha,751001,East,FUR-QO-45391628,Furniture,Accessories,Sofa Set,27.552,3,0.2,-0.3444
4662,IND-S2HGQNVX,29-10-2023,02-11-2023,CUST-IN-214025,Rohit Singh,Consumer,India,Ahmedabad,Gujarat,380001,West,TEC-MG-16797893,Electronics,Chairs,Keyboard,844.116,6,0.3,-36.1764
4663,IND-V3G1EYRA,16-12-2024,18-12-2024,CUST-IN-320591,Vikram Mehta,Consumer,India,Jaipur,Rajasthan,302001,North,OFF-YV-48609062,Electronics,Storage,Monitor,76.752,3,0.2,-9.594
4664,IND-GVWV26VH,13-04-2024,18-04-2024,CUST-IN-689977,Amit Patel,Consumer,India,Kochi,Kerala,682001,South,FUR-JW-19315194,Stationery,Labels,Desk Organizer,3,1,0.2,1.05
4665,IND-PDOG78XL,01-02-2025,04-02-2025,CUST-IN-306545,Rahul Nair,Consumer,India,Hyderabad,Telangana,500001,South,TEC-DZ-61588420,Stationery,Binders,Marker Pack,7.506,9,0.7,-6.0048
4666,IND-ZXPGM3AB,07-11-2023,10-11-2023,CUST-IN-174970,Rahul Mehta,Consumer,India,Kochi,Kerala,682001,South,FUR-PT-73852133,Furniture,Labels,Office Chair,16.56,2,0.2,5.796
4667,IND-0J17UD4M,21-08-2025,22-08-2025,CUST-IN-149325,Rahul Singh,Corporate,India,Kolkata,West Bengal,700001,East,TEC-LZ-04136191,Stationery,Furnishings,Desk Organizer,79.92,4,0,34.3656
4668,IND-DMIGI994,24-04-2024,26-04-2024,CUST-IN-162962,Amit Khan,Corporate,India,Jaipur,Rajasthan,302001,North,TEC-VU-35896470,Furniture,Accessories,Wooden Table,69.98,2,0,13.2962
4669,IND-0CUJBBQY,30-01-2023,31-01-2023,CUST-IN-403210,Arjun Iyer,Corporate,India,Jaipur,Rajasthan,302001,North,TEC-CI-59273095,Electronics,Binders,Monitor,11.06,10,0.8,-18.802
4670,IND-5B3LW4N8,12-05-2024,15-05-2024,CUST-IN-093130,Anjali Patel,Corporate,India,Delhi,Delhi,110001,North,FUR-JJ-87416360,Furniture,Bookcases,Bookshelf,623.4648,7,0.32,-119.1918
4671,IND-YMEU25QC,18-04-2023,20-04-2023,CUST-IN-747562,Vikram Das,Corporate,India,Ahmedabad,Gujarat,380001,West,OFF-DO-54857023,Electronics,Storage,Monitor,772.68,5,0.2,-57.951
4672,IND-N65B9QF0,25-05-2024,28-05-2024,CUST-IN-143649,Anjali Khan,Consumer,India,Chennai,Tamil Nadu,600001,South,OFF-PX-75249558,Furniture,Appliances,Sofa Set,283.14,4,0.1,72.358
4673,IND-EN5E3IUR,05-11-2025,07-11-2025,CUST-IN-402787,Arjun Singh,Consumer,India,Bhubaneswar,Odisha,751001,East,TEC-SS-76721823,Electronics,Phones,Monitor,635.96,4,0,165.3496
4674,IND-39GJMZN2,30-10-2024,31-10-2024,CUST-IN-558786,Priya Patel,Consumer,India,Mumbai,Maharashtra,400001,West,OFF-BN-83329377,Furniture,Phones,Bookshelf,118.99,1,0,33.3172
4675,IND-A9L0PFBD,23-06-2023,26-06-2023,CUST-IN-878317,Rohit Patel,Consumer,India,Chennai,Tamil Nadu,600001,South,OFF-XR-09922599,Furniture,Furnishings,Office Chair,272.94,3,0,30.0234
4676,IND-GW3MOF4Y,19-03-2025,21-03-2025,CUST-IN-798271,Arjun Singh,Consumer,India,Bhubaneswar,Odisha,751001,East,TEC-XY-58586232,Stationery,Furnishings,Pen Set,15.008,2,0.2,1.5008
4677,IND-QUFJF8NH,28-01-2023,02-02-2023,CUST-IN-341358,Kavya Mehta,Consumer,India,Ahmedabad,Gujarat,380001,West,FUR-AY-15517590,Furniture,Binders,Wooden Table,33.088,4,0.2,11.1672
4678,IND-Z07YMLO3,22-08-2025,26-08-2025,CUST-IN-873719,Arjun Reddy,Consumer,India,Jaipur,Rajasthan,302001,North,OFF-JH-22306563,Furniture,Storage,Sofa Set,80.98,1,0,3.2392
4679,IND-XQF8QFTW,16-04-2025,20-04-2025,CUST-IN-926399,Amit Mehta,Consumer,India,Bhubaneswar,Odisha,751001,East,OFF-MI-35670165,Stationery,Accessories,Desk Organizer,82.8,12,0,6.624
4680,IND-5TEELD3U,07-06-2023,12-06-2023,CUST-IN-145518,Sneha Nair,Consumer,India,Lucknow,Uttar Pradesh,226001,North,OFF-IP-67251146,Furniture,Storage,Sofa Set,21.36,2,0,5.7672
4681,IND-S5DJMT17,18-02-2023,20-02-2023,CUST-IN-986298,Rohit Patel,Consumer,India,Mumbai,Maharashtra,400001,West,OFF-RL-43204080,Stationery,Binders,Pen Set,62.048,2,0.2,20.1656
4682,IND-KU0X1POM,25-11-2025,28-11-2025,CUST-IN-791906,Anjali Sharma,Consumer,India,Kochi,Kerala,682001,South,FUR-WJ-15001137,Electronics,Fasteners,Monitor,29.61,9,0,13.3245
4683,IND-08CM0FP2,19-08-2025,22-08-2025,CUST-IN-529236,Rahul Khan,Consumer,India,Jaipur,Rajasthan,302001,North,FUR-VF-99514256,Electronics,Phones,Laptop,863.928,9,0.2,86.3928
4684,IND-FW3B122M,30-06-2024,02-07-2024,CUST-IN-285820,Sneha Khan,Corporate,India,Jaipur,Rajasthan,302001,North,TEC-KG-67356693,Stationery,Tables,Marker Pack,241.92,4,0.4,-56.448
4685,IND-9HFW1CJ4,03-07-2024,08-07-2024,CUST-IN-106680,Arjun Das,Corporate,India,Bhubaneswar,Odisha,751001,East,OFF-ZG-05063355,Furniture,Bookcases,Sofa Set,163.88,4,0.5,-81.94
4686,IND-WKRZH84X,19-02-2025,20-02-2025,CUST-IN-155108,Vikram Mehta,Corporate,India,Bhubaneswar,Odisha,751001,East,TEC-MF-56254232,Furniture,Binders,Office Chair,3.486,2,0.7,-2.7888
4687,IND-BMF1IEFO,23-05-2025,28-05-2025,CUST-IN-950506,Neha Sharma,Corporate,India,Kochi,Kerala,682001,South,OFF-HG-23337109,Furniture,Fasteners,Wooden Table,10.584,7,0.2,-2.3814
4688,IND-A2O3BAKR,16-03-2023,20-03-2023,CUST-IN-469413,Rahul Iyer,Consumer,India,Ahmedabad,Gujarat,380001,West,TEC-LR-01766146,Furniture,Phones,Bookshelf,440.91,9,0,123.4548
4689,IND-G8XKK3OC,08-10-2025,09-10-2025,CUST-IN-880591,Vikram Das,Consumer,India,Bhubaneswar,Odisha,751001,East,OFF-TZ-68000379,Stationery,Binders,Desk Organizer,5.715,5,0.7,-4.7625
4690,IND-GWHIKC4Z,06-11-2023,11-11-2023,CUST-IN-894337,Neha Iyer,Consumer,India,Kochi,Kerala,682001,South,OFF-SO-58641010,Electronics,Furnishings,Monitor,51.968,2,0.2,10.3936
4691,IND-829PELZC,10-06-2025,15-06-2025,CUST-IN-385164,Priya Mehta,Consumer,India,Kochi,Kerala,682001,South,OFF-PO-72676375,Stationery,Accessories,Pen Set,71.976,3,0.2,21.5928
4692,IND-MEBRU4B7,31-05-2024,03-06-2024,CUST-IN-329669,Neha Das,Consumer,India,Delhi,Delhi,110001,North,FUR-RS-36407673,Electronics,Chairs,Keyboard,242.352,3,0.2,-42.4116
4693,IND-23XFA7DL,19-03-2025,21-03-2025,CUST-IN-288828,Vikram Nair,Consumer,India,Delhi,Delhi,110001,North,FUR-ZN-72224909,Electronics,Paper,Wireless Mouse,221.92,5,0.2,77.672
4694,IND-RQR4C2WG,23-01-2024,28-01-2024,CUST-IN-113862,Amit Mehta,Consumer,India,Delhi,Delhi,110001,North,OFF-WR-07103189,Stationery,Paper,Marker Pack,8.448,2,0.2,2.64
4695,IND-G6AE3ZCO,20-02-2023,21-02-2023,CUST-IN-642079,Kavya Sharma,Consumer,India,Lucknow,Uttar Pradesh,226001,North,OFF-VO-19422056,Stationery,Binders,Notebook,29.52,4,0,14.4648
4696,IND-XD73VW2I,17-12-2023,22-12-2023,CUST-IN-207959,Priya Das,Consumer,India,Bengaluru,Karnataka,560001,South,TEC-SY-01843626,Electronics,Chairs,Laptop,302.94,3,0,48.4704
4697,IND-UMU1BOZ0,25-01-2024,30-01-2024,CUST-IN-492907,Kavya Mehta,Consumer,India,Jaipur,Rajasthan,302001,North,OFF-NJ-10193414,Electronics,Chairs,Keyboard,142.36,2,0,38.4372
4698,IND-7M94UELJ,13-01-2024,18-01-2024,CUST-IN-728871,Arjun Mehta,Consumer,India,Lucknow,Uttar Pradesh,226001,North,OFF-KL-60692280,Furniture,Chairs,Sofa Set,546.66,9,0,136.665
4699,IND-OIL3VH71,05-10-2023,08-10-2023,CUST-IN-695293,Kavya Khan,Consumer,India,Pune,Maharashtra,411001,West,OFF-RE-97317561,Furniture,Furnishings,Wooden Table,212.13,3,0,14.8491
4700,IND-790UEGII,22-04-2025,23-04-2025,CUST-IN-987307,Sneha Sharma,Home Office,India,Chennai,Tamil Nadu,600001,South,TEC-PW-42072388,Stationery,Art,Pen Set,5.248,2,0.2,0.5904
4701,IND-I61ZKM8A,04-12-2024,08-12-2024,CUST-IN-354708,Priya Mehta,Home Office,India,Bengaluru,Karnataka,560001,South,TEC-YX-83684234,Stationery,Storage,Desk Organizer,74.416,2,0.2,-14.8832
4702,IND-Z5IA9XKF,23-07-2023,26-07-2023,CUST-IN-749849,Vikram Mehta,Home Office,India,Lucknow,Uttar Pradesh,226001,North,FUR-AX-82319442,Stationery,Paper,Notebook,6.848,2,0.2,2.14
4703,IND-7FD7S4WH,05-09-2024,10-09-2024,CUST-IN-532779,Sneha Gupta,Home Office,India,Delhi,Delhi,110001,North,TEC-KM-57383713,Stationery,Furnishings,Notebook,7.996,1,0.6,-6.9965
4704,IND-R4MYK5P3,25-09-2023,27-09-2023,CUST-IN-450882,Anjali Khan,Corporate,India,Kochi,Kerala,682001,South,TEC-PD-15888753,Furniture,Appliances,Bookshelf,8.712,2,0.8,-19.602
4705,IND-V0598KSI,29-01-2024,01-02-2024,CUST-IN-485588,Neha Nair,Consumer,India,Hyderabad,Telangana,500001,South,TEC-GJ-79668568,Furniture,Supplies,Bookshelf,65.17,7,0,18.8993
4706,IND-OIWHV0C4,19-06-2024,24-06-2024,CUST-IN-713843,Vikram Reddy,Consumer,India,Kolkata,West Bengal,700001,East,FUR-AN-81084271,Stationery,Labels,Desk Organizer,14.62,2,0,6.8714
4707,IND-EG1JI2TC,17-09-2025,22-09-2025,CUST-IN-990250,Rohit Iyer,Consumer,India,Pune,Maharashtra,411001,West,OFF-XK-52414986,Furniture,Furnishings,Bookshelf,173.24,4,0,17.324
4708,IND-H90YOEJS,18-11-2025,21-11-2025,CUST-IN-955195,Neha Khan,Consumer,India,Mumbai,Maharashtra,400001,West,OFF-QR-81221665,Stationery,Binders,Marker Pack,895.92,5,0.2,302.373
